NOC,Year,Gold,Silver,Bronze,Total,AthleteCount,SportCount,EventCount,HasMedal,SexRatio,isHost
RSA,2000,0,2,3,5,127.0,17.0,68.0,1.0,0.0,0
RUS,2000,32,28,29,89,434.0,30.0,238.0,1.0,0.0,0
RWA,2000,0,0,0,0,5.0,2.0,5.0,0.0,0.0,0
SAM,2000,0,0,0,0,5.0,5.0,5.0,0.0,0.0,0
SEN,2000,0,0,0,0,26.0,6.0,15.0,0.0,0.0,0
SEY,2000,0,0,0,0,9.0,5.0,9.0,0.0,0.0,0
SGP,2000,0,0,0,0,14.0,4.0,20.0,0.0,0.0,0
SKN,2000,0,0,0,0,2.0,1.0,4.0,0.0,0.0,0
SLE,2000,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
SLO,2000,2,0,0,2,74.0,13.0,53.0,1.0,0.0,0
SMR,2000,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
SOL,2000,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
SOM,2000,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
SRB,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRI,2000,0,1,0,1,18.0,4.0,16.0,1.0,0.0,0
SSD,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
STP,2000,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
SUD,2000,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
SUI,2000,1,6,2,9,102.0,19.0,82.0,1.0,0.0,0
SUR,2000,0,0,0,0,4.0,2.0,5.0,0.0,0.0,0
SVK,2000,1,3,1,5,108.0,16.0,63.0,1.0,0.0,0
SWE,2000,4,5,3,12,150.0,22.0,92.0,1.0,0.0,0
SWZ,2000,0,0,0,0,6.0,4.0,6.0,0.0,0.0,0
SYR,2000,0,0,0,0,8.0,4.0,7.0,0.0,0.0,0
TAN,2000,0,0,0,0,4.0,1.0,2.0,0.0,0.0,0
TGA,2000,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
THA,2000,1,0,2,3,52.0,11.0,51.0,1.0,0.0,0
TJK,2000,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
TKM,2000,0,0,0,0,8.0,6.0,8.0,0.0,0.0,0
TLS,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TOG,2000,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
TPE,2000,0,1,4,5,55.0,14.0,59.0,1.0,0.0,0
TTO,2000,0,1,1,2,19.0,3.0,18.0,1.0,0.0,0
TUN,2000,0,0,0,0,47.0,10.0,34.0,0.0,0.0,0
TUR,2000,3,0,2,5,57.0,10.0,58.0,1.0,0.0,0
TUV,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UAE,2000,0,0,0,0,4.0,3.0,5.0,0.0,0.0,0
UGA,2000,0,0,0,0,13.0,5.0,13.0,0.0,0.0,0
UKR,2000,3,10,10,23,230.0,23.0,185.0,1.0,0.0,0
URU,2000,0,1,0,1,15.0,7.0,16.0,1.0,0.0,0
USA,2000,37,24,32,93,586.0,31.0,265.0,1.0,0.0,0
UZB,2000,1,1,2,4,70.0,12.0,69.0,1.0,0.0,0
VAN,2000,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
VEN,2000,0,0,0,0,50.0,17.0,49.0,0.0,0.0,0
VIE,2000,0,1,0,1,7.0,4.0,7.0,1.0,0.0,0
VIN,2000,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
YEM,2000,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
ZAM,2000,0,0,0,0,8.0,3.0,8.0,0.0,0.0,0
ZIM,2000,0,0,0,0,16.0,5.0,19.0,0.0,0.0,0
AFG,2004,0,0,0,0,5.0,4.0,5.0,0.0,0.0,0
ALB,2004,0,0,0,0,7.0,4.0,7.0,0.0,0.0,0
ALG,2004,0,0,0,0,61.0,10.0,57.0,0.0,0.0,0
AND,2004,0,0,0,0,6.0,4.0,6.0,0.0,0.0,0
ANG,2004,0,0,0,0,30.0,5.0,5.0,0.0,0.0,0
ANT,2004,0,0,0,0,5.0,2.0,5.0,0.0,0.0,0
ARG,2004,2,0,4,6,151.0,22.0,86.0,1.0,0.0,0
ARM,2004,0,0,0,0,18.0,8.0,19.0,0.0,0.0,0
ARU,2004,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
ASA,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
AUS,2004,17,16,17,50,470.0,33.0,219.0,1.0,0.0,0
AUT,2004,2,4,1,7,74.0,18.0,56.0,1.0,0.0,0
AZE,2004,1,0,4,5,36.0,10.0,36.0,1.0,0.0,0
BAH,2004,1,0,1,2,22.0,3.0,18.0,1.0,0.0,0
BAN,2004,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
BAR,2004,0,0,0,0,10.0,5.0,15.0,0.0,0.0,0
BDI,2004,0,0,0,0,7.0,2.0,5.0,0.0,0.0,0
BEL,2004,1,0,2,3,50.0,14.0,41.0,1.0,0.0,0
BEN,2004,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
BER,2004,0,0,0,0,10.0,6.0,7.0,0.0,0.0,0
BHU,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
BIH,2004,0,0,0,0,9.0,8.0,11.0,0.0,0.0,0
BIZ,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
BLR,2004,2,5,6,13,151.0,22.0,121.0,1.0,0.0,0
BOL,2004,0,0,0,0,7.0,5.0,11.0,0.0,0.0,0
BOT,2004,0,0,0,0,11.0,2.0,8.0,0.0,0.0,0
BRA,2004,5,2,3,10,241.0,26.0,133.0,1.0,0.0,0
BRN,2004,0,0,0,0,10.0,4.0,10.0,0.0,0.0,0
BRU,2004,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
BUL,2004,2,1,9,12,95.0,19.0,94.0,1.0,0.0,0
BUR,2004,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
CAF,2004,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
CAM,2004,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
CAN,2004,3,6,3,12,262.0,28.0,151.0,1.0,0.0,0
CAY,2004,0,0,0,0,5.0,2.0,8.0,0.0,0.0,0
CGO,2004,0,0,0,0,5.0,4.0,5.0,0.0,0.0,0
CHA,2004,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
CHI,2004,2,0,1,3,22.0,11.0,25.0,1.0,0.0,0
CHN,2004,32,17,14,63,372.0,31.0,204.0,1.0,0.0,0
CIV,2004,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
CMR,2004,1,0,0,1,17.0,5.0,15.0,1.0,0.0,0
COD,2004,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
COK,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
COL,2004,0,0,2,2,53.0,15.0,59.0,1.0,0.0,0
COM,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
CPV,2004,0,0,0,0,3.0,3.0,3.0,0.0,0.0,0
CRC,2004,0,0,0,0,20.0,6.0,8.0,0.0,0.0,0
CRO,2004,1,2,2,5,81.0,14.0,57.0,1.0,0.0,0
CUB,2004,9,7,11,27,151.0,18.0,108.0,1.0,0.0,0
CYP,2004,0,0,0,0,20.0,7.0,20.0,0.0,0.0,0
CZE,2004,1,3,5,9,142.0,20.0,104.0,1.0,0.0,0
DEN,2004,2,1,5,8,92.0,16.0,59.0,1.0,0.0,0
DJI,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DMA,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
DOM,2004,1,0,0,1,33.0,9.0,22.0,1.0,0.0,0
ECU,2004,0,0,0,0,16.0,7.0,15.0,0.0,0.0,0
EGY,2004,1,1,3,5,96.0,17.0,48.0,1.0,0.0,0
ERI,2004,0,0,1,1,4.0,1.0,3.0,1.0,0.0,0
ESA,2004,0,0,0,0,7.0,6.0,9.0,0.0,0.0,0
ESP,2004,3,11,6,20,313.0,27.0,155.0,1.0,0.0,0
EST,2004,0,1,2,3,42.0,10.0,34.0,1.0,0.0,0
ETH,2004,2,3,2,7,26.0,2.0,12.0,1.0,0.0,0
FIJ,2004,0,0,0,0,8.0,6.0,9.0,0.0,0.0,0
FIN,2004,0,2,0,2,53.0,12.0,53.0,1.0,0.0,0
FRA,2004,11,9,13,33,308.0,27.0,193.0,1.0,0.0,0
FSM,2004,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
GAB,2004,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
GAM,2004,0,0,0,0,2.0,1.0,3.0,0.0,0.0,0
GBR,2004,9,9,12,30,264.0,24.0,162.0,1.0,0.0,0
GBS,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
GEO,2004,2,2,0,4,32.0,10.0,38.0,1.0,0.0,0
GEQ,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
GER,2004,13,16,20,49,441.0,29.0,228.0,1.0,0.0,0
GHA,2004,0,0,0,0,26.0,2.0,9.0,0.0,0.0,0
GRE,2004,6,6,4,16,426.0,33.0,215.0,1.0,0.0,1
GRN,2004,0,0,0,0,5.0,2.0,5.0,0.0,0.0,0
GUA,2004,0,0,0,0,18.0,8.0,17.0,0.0,0.0,0
GUI,2004,0,0,0,0,3.0,3.0,4.0,0.0,0.0,0
GUM,2004,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
GUY,2004,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
HAI,2004,0,0,0,0,8.0,4.0,8.0,0.0,0.0,0
HKG,2004,0,1,0,1,32.0,10.0,29.0,1.0,0.0,0
HON,2004,0,0,0,0,5.0,4.0,5.0,0.0,0.0,0
HUN,2004,8,6,3,17,208.0,20.0,138.0,1.0,0.0,0
INA,2004,1,1,2,4,38.0,14.0,27.0,1.0,0.0,0
IND,2004,0,1,0,1,73.0,14.0,43.0,1.0,0.0,0
IRI,2004,2,2,2,6,37.0,10.0,35.0,1.0,0.0,0
IRL,2004,0,0,0,0,46.0,9.0,31.0,0.0,0.0,0
IRQ,2004,0,0,0,0,23.0,7.0,8.0,0.0,0.0,0
ISL,2004,0,0,0,0,26.0,5.0,20.0,0.0,0.0,0
ISR,2004,1,0,1,2,36.0,14.0,41.0,1.0,0.0,0
ISV,2004,0,0,0,0,6.0,4.0,9.0,0.0,0.0,0
ITA,2004,10,11,11,32,364.0,30.0,175.0,1.0,0.0,0
IVB,2004,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
JAM,2004,2,1,2,5,47.0,4.0,27.0,1.0,0.0,0
JOR,2004,0,0,0,0,8.0,5.0,8.0,0.0,0.0,0
JPN,2004,16,9,12,37,305.0,31.0,169.0,1.0,0.0,0
KAZ,2004,1,4,3,8,114.0,17.0,95.0,1.0,0.0,0
KEN,2004,1,4,2,7,46.0,4.0,16.0,1.0,0.0,0
KGZ,2004,0,0,0,0,29.0,9.0,32.0,0.0,0.0,0
KIR,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
KOR,2004,9,12,9,30,260.0,25.0,149.0,1.0,0.0,0
KOS,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KSA,2004,0,0,0,0,16.0,6.0,12.0,0.0,0.0,0
KUW,2004,0,0,0,0,11.0,3.0,9.0,0.0,0.0,0
LAO,2004,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
LAT,2004,0,4,0,4,32.0,11.0,37.0,1.0,0.0,0
LBA,2004,0,0,0,0,8.0,5.0,8.0,0.0,0.0,0
LBN,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBR,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
LCA,2004,0,0,0,0,2.0,2.0,2.0,0.0,0.0,0
LES,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
LIE,2004,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
LTU,2004,1,2,0,3,59.0,13.0,44.0,1.0,0.0,0
LUX,2004,0,0,0,0,10.0,6.0,10.0,0.0,0.0,0
MAD,2004,0,0,0,0,8.0,5.0,8.0,0.0,0.0,0
MAR,2004,2,1,0,3,55.0,9.0,28.0,1.0,0.0,0
MAS,2004,0,0,0,0,26.0,11.0,31.0,0.0,0.0,0
MAW,2004,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
MDA,2004,0,0,0,0,33.0,8.0,31.0,0.0,0.0,0
MDV,2004,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
MEX,2004,0,3,1,4,109.0,20.0,68.0,1.0,0.0,0
MGL,2004,0,0,1,1,20.0,7.0,21.0,1.0,0.0,0
MHL,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MKD,2004,0,0,0,0,10.0,5.0,14.0,0.0,0.0,0
MLI,2004,0,0,0,0,21.0,4.0,6.0,0.0,0.0,0
MLT,2004,0,0,0,0,7.0,5.0,7.0,0.0,0.0,0
MNE,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MON,2004,0,0,0,0,3.0,3.0,3.0,0.0,0.0,0
MOZ,2004,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
MRI,2004,0,0,0,0,9.0,5.0,9.0,0.0,0.0,0
MTN,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
MYA,2004,0,0,0,0,2.0,2.0,2.0,0.0,0.0,0
NAM,2004,0,0,0,0,8.0,5.0,9.0,0.0,0.0,0
NCA,2004,0,0,0,0,5.0,3.0,6.0,0.0,0.0,0
NED,2004,4,9,9,22,210.0,22.0,99.0,1.0,0.0,0
NEP,2004,0,0,0,0,6.0,4.0,6.0,0.0,0.0,0
NGR,2004,0,0,2,2,70.0,10.0,31.0,1.0,0.0,0
NIG,2004,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
NOR,2004,5,0,1,6,52.0,12.0,35.0,1.0,0.0,0
NRU,2004,0,0,0,0,3.0,1.0,3.0,0.0,0.0,0
NZL,2004,3,2,0,5,148.0,18.0,84.0,1.0,0.0,0
OMA,2004,0,0,0,0,2.0,2.0,2.0,0.0,0.0,0
PAK,2004,0,0,0,0,26.0,5.0,11.0,0.0,0.0,0
PAN,2004,0,0,0,0,4.0,2.0,5.0,0.0,0.0,0
PAR,2004,0,1,0,1,21.0,4.0,6.0,1.0,0.0,0
PER,2004,0,0,0,0,12.0,10.0,14.0,0.0,0.0,0
PHI,2004,0,0,0,0,16.0,6.0,21.0,0.0,0.0,0
PLE,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
PLW,2004,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
PNG,2004,0,0,0,0,4.0,3.0,6.0,0.0,0.0,0
POL,2004,3,2,5,10,194.0,21.0,124.0,1.0,0.0,0
POR,2004,0,2,1,3,80.0,16.0,63.0,1.0,0.0,0
PRK,2004,0,4,1,5,36.0,9.0,34.0,1.0,0.0,0
PUR,2004,0,0,0,0,43.0,15.0,38.0,0.0,0.0,0
QAT,2004,0,0,0,0,15.0,4.0,14.0,0.0,0.0,0
ROU,2004,8,5,6,19,108.0,16.0,88.0,1.0,0.0,0
RSA,2004,1,3,2,6,106.0,20.0,68.0,1.0,0.0,0
RUS,2004,28,26,36,90,445.0,29.0,235.0,1.0,0.0,0
RWA,2004,0,0,0,0,5.0,2.0,5.0,0.0,0.0,0
SAM,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
SEN,2004,0,0,0,0,15.0,6.0,17.0,0.0,0.0,0
SEY,2004,0,0,0,0,9.0,7.0,10.0,0.0,0.0,0
SGP,2004,0,0,0,0,16.0,6.0,16.0,0.0,0.0,0
SKN,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
SLE,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
SLO,2004,0,1,3,4,79.0,10.0,66.0,1.0,0.0,0
SMR,2004,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
SOL,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
SOM,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
SRB,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRI,2004,0,0,0,0,7.0,3.0,8.0,0.0,0.0,0
SSD,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
STP,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
SUD,2004,0,0,0,0,4.0,1.0,4.0,0.0,0.0,0
SUI,2004,1,1,3,5,98.0,19.0,83.0,1.0,0.0,0
SUR,2004,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
SVK,2004,2,2,2,6,64.0,14.0,59.0,1.0,0.0,0
SWE,2004,4,2,1,7,114.0,20.0,79.0,1.0,0.0,0
SWZ,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
SYR,2004,0,0,1,1,6.0,5.0,6.0,1.0,0.0,0
Serbia and Montenegro,2004,0,2,0,2,,,,,,0
TAN,2004,0,0,0,0,8.0,1.0,6.0,0.0,0.0,0
TGA,2004,0,0,0,0,5.0,4.0,5.0,0.0,0.0,0
THA,2004,3,1,4,8,42.0,13.0,46.0,1.0,0.0,0
TJK,2004,0,0,0,0,9.0,5.0,9.0,0.0,0.0,0
TKM,2004,0,0,0,0,9.0,6.0,10.0,0.0,0.0,0
TLS,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
TOG,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
TPE,2004,2,2,1,5,88.0,14.0,52.0,1.0,0.0,0
TTO,2004,0,0,1,1,19.0,4.0,18.0,1.0,0.0,0
TUN,2004,0,0,0,0,54.0,14.0,37.0,0.0,0.0,0
TUR,2004,3,3,4,10,64.0,10.0,65.0,1.0,0.0,0
TUV,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UAE,2004,1,0,0,1,4.0,3.0,5.0,1.0,0.0,0
UGA,2004,0,0,0,0,11.0,4.0,10.0,0.0,0.0,0
UKR,2004,8,5,9,22,239.0,23.0,175.0,1.0,0.0,0
URU,2004,0,0,0,0,15.0,6.0,16.0,0.0,0.0,0
USA,2004,36,39,26,101,533.0,31.0,254.0,1.0,0.0,0
UZB,2004,2,1,2,5,69.0,14.0,71.0,1.0,0.0,0
VAN,2004,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
VEN,2004,0,0,2,2,48.0,15.0,51.0,1.0,0.0,0
VIE,2004,0,0,0,0,11.0,8.0,10.0,0.0,0.0,0
VIN,2004,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
YEM,2004,0,0,0,0,3.0,3.0,3.0,0.0,0.0,0
ZAM,2004,0,0,0,0,6.0,3.0,6.0,0.0,0.0,0
ZIM,2004,1,1,1,3,12.0,4.0,11.0,1.0,0.0,0
AFG,2008,0,0,1,1,4.0,2.0,4.0,1.0,0.0,0
ALB,2008,0,0,0,0,11.0,6.0,12.0,0.0,0.0,0
ALG,2008,0,1,1,2,56.0,12.0,44.0,1.0,0.0,0
AND,2008,0,0,0,0,5.0,4.0,5.0,0.0,0.0,0
ANG,2008,0,0,0,0,32.0,6.0,8.0,0.0,0.0,0
ANT,2008,0,0,0,0,5.0,2.0,5.0,0.0,0.0,0
ARG,2008,2,0,4,6,131.0,19.0,71.0,1.0,0.0,0
ARM,2008,0,1,4,5,24.0,7.0,24.0,1.0,0.0,0
ARU,2008,0,0,0,0,2.0,2.0,2.0,0.0,0.0,0
ASA,2008,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
AUS,2008,14,15,17,46,432.0,31.0,219.0,1.0,0.0,0
AUT,2008,0,1,2,3,70.0,16.0,62.0,1.0,0.0,0
AZE,2008,1,1,4,6,44.0,10.0,37.0,1.0,0.0,0
BAH,2008,0,1,1,2,25.0,4.0,22.0,1.0,0.0,0
BAN,2008,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
BAR,2008,0,0,0,0,8.0,3.0,10.0,0.0,0.0,0
BDI,2008,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
BEL,2008,2,0,0,2,94.0,16.0,55.0,1.0,0.0,0
BEN,2008,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
BER,2008,0,0,0,0,6.0,4.0,6.0,0.0,0.0,0
BHU,2008,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
BIH,2008,0,0,0,0,5.0,4.0,7.0,0.0,0.0,0
BIZ,2008,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
BLR,2008,3,4,7,14,177.0,24.0,122.0,1.0,0.0,0
BOL,2008,0,0,0,0,7.0,5.0,7.0,0.0,0.0,0
BOT,2008,0,0,0,0,11.0,3.0,11.0,0.0,0.0,0
BRA,2008,3,4,10,17,265.0,28.0,145.0,1.0,0.0,0
BRN,2008,0,0,0,0,14.0,3.0,11.0,0.0,0.0,0
BRU,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BUL,2008,1,1,3,5,70.0,15.0,60.0,1.0,0.0,0
BUR,2008,0,0,0,0,6.0,4.0,6.0,0.0,0.0,0
CAF,2008,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
CAM,2008,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
CAN,2008,3,9,8,20,332.0,30.0,185.0,1.0,0.0,0
CAY,2008,0,0,0,0,4.0,2.0,6.0,0.0,0.0,0
CGO,2008,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
CHA,2008,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
CHI,2008,0,1,0,1,26.0,14.0,26.0,1.0,0.0,0
CHN,2008,48,22,30,100,583.0,34.0,257.0,1.0,0.0,1
CIV,2008,0,0,0,0,21.0,5.0,7.0,0.0,0.0,0
CMR,2008,1,0,0,1,32.0,9.0,16.0,1.0,0.0,0
COD,2008,0,0,0,0,5.0,4.0,5.0,0.0,0.0,0
COK,2008,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
COL,2008,0,2,1,3,67.0,16.0,74.0,1.0,0.0,0
COM,2008,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
CPV,2008,0,0,0,0,2.0,2.0,2.0,0.0,0.0,0
CRC,2008,0,0,0,0,8.0,4.0,8.0,0.0,0.0,0
CRO,2008,0,2,3,5,99.0,15.0,66.0,1.0,0.0,0
CUB,2008,3,10,17,30,158.0,18.0,102.0,1.0,0.0,0
CYP,2008,0,0,0,0,17.0,6.0,17.0,0.0,0.0,0
CZE,2008,3,3,1,7,134.0,21.0,105.0,1.0,0.0,0
DEN,2008,2,2,3,7,84.0,16.0,62.0,1.0,0.0,0
DJI,2008,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
DMA,2008,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
DOM,2008,1,1,0,2,24.0,9.0,21.0,1.0,0.0,0
ECU,2008,0,1,0,1,25.0,9.0,23.0,1.0,0.0,0
EGY,2008,0,0,2,2,100.0,19.0,68.0,1.0,0.0,0
ERI,2008,0,0,0,0,10.0,1.0,6.0,0.0,0.0,0
ESA,2008,0,0,0,0,11.0,9.0,14.0,0.0,0.0,0
ESP,2008,5,11,3,19,282.0,29.0,147.0,1.0,0.0,0
EST,2008,1,1,0,2,47.0,13.0,42.0,1.0,0.0,0
ETH,2008,4,2,1,7,27.0,1.0,10.0,1.0,0.0,0
FIJ,2008,0,0,0,0,6.0,5.0,6.0,0.0,0.0,0
FIN,2008,1,1,2,4,57.0,14.0,55.0,1.0,0.0,0
FRA,2008,7,16,20,43,309.0,25.0,205.0,1.0,0.0,0
FSM,2008,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
GAB,2008,0,0,0,0,4.0,3.0,4.0,0.0,0.0,0
GAM,2008,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
GBR,2008,19,13,19,51,303.0,23.0,185.0,1.0,0.0,0
GBS,2008,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
GEO,2008,3,2,2,7,35.0,11.0,35.0,1.0,0.0,0
GEQ,2008,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
GER,2008,16,11,14,41,420.0,30.0,207.0,1.0,0.0,0
GHA,2008,0,0,0,0,9.0,2.0,9.0,0.0,0.0,0
GRE,2008,0,2,1,3,152.0,23.0,105.0,1.0,0.0,0
GRN,2008,0,0,0,0,9.0,2.0,8.0,0.0,0.0,0
GUA,2008,0,0,0,0,12.0,9.0,12.0,0.0,0.0,0
GUI,2008,0,0,0,0,5.0,3.0,5.0,0.0,0.0,0
GUM,2008,0,0,0,0,6.0,5.0,7.0,0.0,0.0,0
GUY,2008,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
HAI,2008,0,0,0,0,7.0,3.0,7.0,0.0,0.0,0
HKG,2008,0,0,0,0,34.0,11.0,33.0,0.0,0.0,0
HON,2008,0,0,0,0,25.0,5.0,8.0,0.0,0.0,0
HUN,2008,3,5,2,10,169.0,20.0,126.0,1.0,0.0,0
INA,2008,1,1,4,6,24.0,7.0,17.0,1.0,0.0,0
IND,2008,1,0,2,3,53.0,12.0,48.0,1.0,0.0,0
IRI,2008,1,0,1,2,54.0,12.0,40.0,1.0,0.0,0
IRL,2008,0,1,2,3,55.0,12.0,43.0,1.0,0.0,0
IRQ,2008,0,0,0,0,4.0,2.0,3.0,0.0,0.0,0
ISL,2008,0,1,0,1,27.0,5.0,18.0,1.0,0.0,0
ISR,2008,0,0,1,1,43.0,12.0,47.0,1.0,0.0,0
ISV,2008,0,0,0,0,7.0,5.0,8.0,0.0,0.0,0
ITA,2008,8,9,10,27,333.0,29.0,190.0,1.0,0.0,0
IVB,2008,0,0,0,0,2.0,1.0,2.0,0.0,0.0,0
JAM,2008,5,4,2,11,50.0,4.0,29.0,1.0,0.0,0
JOR,2008,0,0,0,0,7.0,5.0,7.0,0.0,0.0,0
JPN,2008,9,8,8,25,332.0,31.0,176.0,1.0,0.0,0
KAZ,2008,2,3,4,9,130.0,19.0,106.0,1.0,0.0,0
KEN,2008,6,4,6,16,46.0,5.0,24.0,1.0,0.0,0
KGZ,2008,0,1,2,3,20.0,9.0,22.0,1.0,0.0,0
KIR,2008,0,0,0,0,2.0,2.0,2.0,0.0,0.0,0
KOR,2008,13,11,8,32,263.0,27.0,142.0,1.0,0.0,0
KOS,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KSA,2008,0,0,0,0,14.0,4.0,11.0,0.0,0.0,0
KUW,2008,0,0,0,0,8.0,5.0,7.0,0.0,0.0,0
LAO,2008,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
LAT,2008,1,1,1,3,47.0,11.0,33.0,1.0,0.0,0
LBA,2008,0,0,0,0,6.0,4.0,6.0,0.0,0.0,0
LBN,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBR,2008,0,0,0,0,3.0,1.0,4.0,0.0,0.0,0
LCA,2008,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
LES,2008,0,0,0,0,5.0,2.0,3.0,0.0,0.0,0
LIE,2008,0,0,0,0,2.0,2.0,2.0,0.0,0.0,0
LTU,2008,0,3,2,5,71.0,16.0,54.0,1.0,0.0,0
LUX,2008,0,0,0,0,13.0,7.0,17.0,0.0,0.0,0
MAD,2008,0,0,0,0,6.0,4.0,6.0,0.0,0.0,0
MAR,2008,0,1,1,2,47.0,7.0,35.0,1.0,0.0,0
MAS,2008,0,1,0,1,31.0,10.0,29.0,1.0,0.0,0
MAW,2008,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
MDA,2008,0,0,1,1,29.0,8.0,28.0,1.0,0.0,0
MDV,2008,0,0,0,0,4.0,2.0,4.0,0.0,0.0,0
